id_municipio,numero_obitos,numero_suicidios,populacao
2501609,44,0,12140
2501708,15,0,5248
2501807,171,2,95004
2501906,62,0,17315
2502003,25,0,6176
2502052,13,0,2818
2502102,14,0,7045
2502151,19,0,5578
2502201,8,0,2532
2502300,15,0,4552
2502409,44,0,9368
2502508,58,1,15868
2502607,25,0,6716
2502706,14,0,5134
2502805,43,1,11492
2502904,17,0,5737
2503001,73,1,20979
2503100,16,0,4253
2503209,130,1,53017
2503308,31,0,8218
2503407,16,0,3804
2503506,60,0,16185
2503555,24,0,4224
2503605,20,0,7322
2503704,102,1,57259
2503753,11,0,2671
2503803,15,0,5338
2503902,25,0,5492
2504009,277,3,379871
2504033,14,0,4304
2504074,26,0,3808
2504108,8,0,2373
2504157,25,0,7323
2504207,14,0,4415
2504306,75,1,27691
2504355,20,0,4473
2504405,42,1,17017
2504504,34,0,5827
2504603,65,1,20864
2504702,20,0,4776
2504801,58,2,15607
2504850,5,0,1719
2504900,42,0,15138
2505006,25,0,6469
2505105,63,1,19343
2505204,34,1,7450
2505238,17,1,6388
2505279,19,0,5662
2505303,6,0,2574
2505352,8,0,4449
2505402,39,0,11229
2505501,14,0,3172
2505600,14,0,6598
2505709,37,0,11400
2505808,14,0,2890
2505907,13,0,3011
2506004,98,1,28589
2506103,34,0,10929
2506202,15,0,3100
2506251,12,0,8363
2506301,130,1,53090
2506400,40,0,13357
2506509,19,0,2568
2506608,16,0,6235
2506707,26,0,11823
2506806,52,0,17129
2506905,76,3,24278
2507002,73,1,22090
2507101,45,0,15518
2507200,37,1,9546
2507309,44,0,14542
2507408,33,1,7539
2507507,485,8,672081
2507606,24,0,6979
2507705,40,0,15727
2507804,16,1,6116
2507903,48,1,9826
2508000,28,0,9692
2508109,16,0,4170
2508208,35,0,6912
2508307,56,1,25997
2508406,17,0,3000
2508505,25,1,7395
2508554,11,1,3529
2508604,50,1,11275
2508703,15,0,3283
2508802,26,0,5447
2508901,108,1,40996
2509008,36,1,9806
2509057,20,0,6799
2509107,58,1,20634
2509156,18,0,5415
2509206,28,1,11451
2509305,27,0,6261
2509339,22,0,3755
2509370,10,0,2589
2509396,28,0,5226
2509404,29,0,13184
2509503,23,0,4067
2509602,22,0,4156
2509701,81,2,28156
2509800,49,0,7816
2509909,28,0,9777
2510006,18,0,7163
2510105,31,1,11020
2510204,22,1,6648
2510303,6,0,3760
2510402,26,0,6886
2510501,6,0,3048
2510600,12,0,2821
2510659,7,0,1467
2510709,8,0,2216
2510808,169,3,99494
2510907,30,0,11460
2511004,18,0,3785
2511103,27,0,6573
2511202,86,2,26111
2511301,66,1,14068
2511400,56,1,18987
2511509,37,0,10825
2511608,31,0,7731
2511707,26,1,5459
2511806,39,0,10092
2511905,52,0,17226
2512002,48,1,15159
2512036,14,0,4159
2512077,22,0,3086
2512101,71,1,33212
2512200,19,0,3509
2512309,63,1,19148
2512408,27,0,12283
2512507,78,1,38602
2512606,5,0,1050
2512705,51,0,14706
2512721,17,1,4943
2512747,11,0,3052
2512754,17,0,4071
2512762,9,0,4460
2512788,5,0,1406
2512804,30,0,7031
2512903,80,2,22740
2513000,9,0,2907
2513109,32,0,11685
2513158,15,0,6694
2513208,23,0,5777
2513307,20,0,6202
2513356,14,1,3178
2513406,44,0,14730
2513505,20,0,5235
2513604,28,0,7747
2513653,4,0,2606
2513703,220,9,131684
2513802,19,0,4586
2513851,16,1,2664
2513901,57,1,29659
2513927,19,0,3887
2513943,4,0,2447
2513968,8,0,2138
2513984,25,1,3607
2514008,15,0,4715
2514107,19,0,4729
2514206,20,1,6840
2514305,15,0,6039
2514404,18,0,4452
2514453,22,0,5006
2514503,36,0,18062
2514552,9,0,4767
2514602,8,0,2793
2514651,3,0,1550
2514701,15,0,3831
2514800,12,0,3658
2514909,27,0,7646
2515005,20,0,6664
2515104,34,0,10937
2515203,13,0,3000
2515302,104,0,47220
2515401,20,0,10020
2515500,47,1,12054
2515609,22,0,3239
2515708,8,0,3045
2515807,19,0,7308
2515906,18,0,4724
2515930,18,0,4114
2515971,19,0,6342
2516003,74,0,32337
2516102,48,0,12716
2516151,8,0,2751
2516201,143,1,63622
2516300,60,0,14614
2516409,36,0,8635
2516508,54,0,13421
2516607,30,1,13024
2516706,48,1,12314
2516755,3,0,2574
2516805,24,0,9537
2516904,50,0,13271
2517001,25,0,8393
2517100,16,0,1933
2517209,14,0,4712
2517407,12,0,1968
2600054,176,2,97911
2600104,97,1,35365
2600203,43,0,16277
2600302,78,1,21546
2600401,94,1,30455
2600500,63,2,35374
2600609,51,0,13619
2600708,116,1,36992
2600807,88,2,21382
2600906,89,0,22279
2601003,28,0,9339
2601052,66,0,17900
2601102,155,2,78520
2601201,148,1,65905
2601300,49,0,11249
2601409,99,0,38082
2601508,50,1,9460
2601607,58,1,18143
2601706,165,2,74640
2601805,47,1,11363
2601904,172,4,61242
2602001,81,3,34114
2602100,100,0,42756
2602209,119,2,37172
2602308,97,1,39805
2602407,45,1,9070
2602506,34,0,7186
2602605,107,0,43211
2602704,38,0,11671
2602803,100,1,48638
2602902,276,2,172150
2603009,70,1,28793
2603108,54,0,17922
2603207,70,1,26732
2603306,28,0,13398
2603405,29,0,7228
2603454,263,3,150354
2603504,70,0,16067
2603603,27,0,8107
2603702,64,1,25174
2603801,43,0,19540
2603900,60,1,17114
2603926,44,2,9833
2604007,184,5,70337
2604106,361,6,283152
2604155,50,1,13924
2604205,125,2,31063
2604304,32,3,9955
2604403,46,0,11252
2604502,64,2,20556
2604601,86,1,24271
2604700,49,1,17655
2604809,51,0,12823
2604908,58,0,34499
2605004,79,1,22644
2605103,86,1,30797
2605152,50,3,15476
2605202,168,1,58450
2605301,76,2,32779
2605400,68,1,19102
2605459,2,0,2321
2605509,41,0,10579
2605608,67,0,20093
2605707,77,0,27368
2605806,63,0,12149
2605905,78,0,27227
2606002,219,3,128398
2606101,66,0,28105
2606200,177,0,76371
2606309,22,0,6230
2606408,152,4,71551
2606507,48,2,17029
2606606,76,0,21560
2606705,35,1,7357
2606804,181,2,92455
2606903,41,1,11669
2607000,41,1,14942
2607109,15,0,4668
2607208,162,1,69523
2607307,62,2,24381
2607406,16,1,3980
2607505,45,0,26545
2607604,63,1,19001
2607653,116,2,35523
2607703,54,2,14107
2607752,104,0,22857
2607802,55,0,15632
2607901,493,9,651355
2607950,32,0,12635
2608008,52,0,14803
2608057,56,1,14603
2608107,100,2,26730
2608206,58,1,16090
2608255,43,1,10892
2608305,48,0,12727
2608404,64,1,14519
2608453,55,0,14599
2608503,59,0,22880
2608602,49,3,10683
2608701,61,0,15611
2608750,46,2,22379
2608800,109,1,34050
2608909,160,3,57403
2609006,79,0,23706
2609105,41,0,10816
2609154,31,0,13665
2609204,45,0,16124
2609303,45,1,13310
2609402,142,3,56650
2609501,103,0,31261
2609600,454,5,387494
2609709,74,0,23261
2609808,35,1,10894
2609907,138,4,59499
2610004,159,2,54355
2610103,35,0,10441
2610202,90,0,24793
2610301,33,0,9559
2610400,46,1,19690
2610509,79,1,29130
2610608,128,3,49225
2610707,362,2,299744
2610806,76,1,20710
2610905,157,2,57794
2611002,93,1,31412
2611101,328,5,260004
2611200,42,0,12356
2611309,82,1,24904
2611408,53,0,11937
2611507,64,0,22894
2611533,20,0,6417
2611606,832,18,1515052
2611705,77,0,18291
2611804,122,0,41765
2611903,73,0,22049
2612000,46,1,15523
2612109,26,0,8038
2612208,131,2,54794
2612307,42,0,15131
2612406,65,0,16511
2612455,46,1,11914
2612471,46,0,10018
2612505,142,3,74359
2612554,38,1,13567
2612604,93,4,44053
2612703,47,1,11978
2612802,45,0,10623
2612901,45,0,10915
2613008,106,1,47669
2613107,100,1,36255
2613206,61,0,20359
2613305,56,0,21727
2613404,56,0,15773
2613503,83,4,32123
2613602,101,0,30053
2613701,197,1,93758
2613800,63,0,17358
2613909,168,5,69856
2614006,57,0,16990
2614105,99,1,31766
2614204,92,1,32889
2614303,28,2,10552
2614402,23,0,5349
2614501,147,3,53210
2614600,74,1,25055
2614709,45,0,13856
2614808,48,0,16907
2614857,72,1,19110
2615003,70,1,21726
2615102,28,0,5939
2615201,27,0,8140
2615300,134,1,56647
2615409,69,1,26895
2615508,39,0,12734
2615607,77,1,24244
2615706,70,2,14794
2615805,65,1,22023
2615904,49,1,8251
2616001,51,1,14491
2616100,38,0,9374
2616183,34,1,8508
2616209,71,2,15475
2616308,84,1,29413
2616407,242,6,125563
2616506,64,1,15752
2700102,38,0,19032
2700201,53,1,18967
2700300,241,4,202390
2700409,88,0,42022
2700508,39,1,14254
2700607,24,0,7435
2700706,41,0,16104
2700805,20,1,5919
2700904,12,1,6641
2701001,64,0,25734
2701100,33,0,13557
2701209,34,0,8180
2701308,57,2,19254
2701357,26,0,4168
2701407,66,1,44175
2701506,17,1,8464
2701605,40,1,16376
2701704,51,0,18631
2701803,24,0,7249
2701902,24,2,7438
2702009,32,1,13615
2702108,62,0,18050
2702207,21,0,5393
2702306,96,1,44232
2702355,53,0,22986
2702405,101,1,44311
2702504,24,0,11846
2702553,34,2,16900
2702603,50,0,22909
2702702,15,0,4130
2702801,43,0,11892
2702900,70,2,30884
2703007,45,1,14724
2703106,55,2,25183
2703205,52,0,22635
2703304,54,0,19968
2703403,22,0,6440
2703502,17,0,7189
2703601,22,0,6702
2703700,16,0,6835
2703759,28,0,12937
2703809,63,2,19483
2703908,18,0,3652
2704005,71,0,25023
2704104,47,0,23009
2704203,59,1,27823
2704302,563,8,922458
2704401,54,0,17921
2704500,58,0,25845
2704609,16,0,15392
2704708,109,0,44038
2704807,46,0,15277
2704906,11,1,4162
2705002,60,0,23965
2705101,49,0,26139
2705200,41,0,13044
2705309,5,0,3868
2705408,21,0,8053
2705507,72,1,21675
2705606,36,0,7287
2705705,59,0,22199
2705804,14,0,7536
2705903,13,0,5168
2706000,37,1,10546
2706109,25,0,10617
2706208,19,0,5185
2706307,171,2,69719
2706406,52,1,26454
2706422,32,0,11330
2706448,32,1,8890
2706505,46,1,13507
2706604,31,0,7757
2706703,127,4,60502
2706802,45,0,16672
2706901,72,1,32640
2707008,12,0,2318
2707107,42,0,24108
2707206,28,0,14503
2707305,65,0,24907
2707404,23,0,10698
2707503,47,0,18945
2707602,32,0,12272
2707701,119,1,68856
2707800,17,0,6645
2707909,31,1,6826
2708006,102,1,45474
2708105,36,1,11181
2708204,17,0,6727
2708303,70,0,20387
2708402,64,1,27672
2708501,70,0,28290
2708600,89,0,43409
2708709,17,0,6572
2708808,56,1,32397
2708907,44,0,15045
2708956,28,0,13876
2709004,31,1,5765
2709103,55,0,17221
2709152,87,2,42215
2709202,54,0,24000
2709301,108,3,59503
2709400,73,1,28253
2800100,12,0,2397
2800209,58,2,19873
2800308,504,12,505286
2800407,41,1,11061
2800506,38,0,17989
2800605,59,0,21562
2800670,77,0,25055
2800704,29,0,7398
2801009,58,1,16472
2801108,17,0,4040
2801207,57,1,22396
2801306,80,2,27562
2801405,55,0,19508
2801504,33,0,11252
2801603,42,1,5567
2801702,42,0,16734
2801900,17,0,3883
2802007,14,1,3725
2802106,139,1,62796
2802205,21,0,5549
2802304,47,0,13226
2802403,32,0,12027
2802502,12,0,2586
2802601,20,0,5773
2802700,22,0,9135
2802809,43,0,14294
2802908,173,3,85664
2803005,94,2,38831
2803104,25,0,5425
2803203,95,1,29294
2803302,49,1,15703
2803401,47,1,14846
2803500,175,2,91605
2803609,83,0,26972
2803708,24,0,6418
2803807,11,0,3694
2803906,36,0,12589
2804003,55,0,16024
2804102,36,0,11886
2804201,39,0,13064
2804300,25,0,7411
2804409,60,1,20823
2804458,26,0,8054
2804508,84,2,29447
2804607,59,1,24109
2804706,19,0,7024
2804805,215,5,179060
2804904,36,0,11563
2805000,7,0,2989
2805109,38,0,8389
2805208,28,0,5846
2805307,30,0,9041
2805406,74,0,30358
2805505,74,1,21678
2805604,49,2,27281
2805703,90,0,29081
2805802,61,1,20835
2805901,32,1,8918
2806008,62,0,16479
2806107,38,0,8183
2806206,61,1,20472
2806305,38,1,15336
2806404,28,0,6357
2806503,12,0,3766
2806602,42,1,10704
2806701,124,3,77278
2806800,27,0,10375
2806909,14,0,2761
2807006,15,0,3680
2807105,119,4,40225
2807204,27,0,7370
2807303,15,1,2958
2807402,118,3,47307
2807501,47,1,13994
2807600,52,0,22425
2900108,23,1,9298
2900207,45,3,15268
2900306,48,1,15374
2900355,24,0,14735
2900405,32,0,15140
2900504,27,0,12504
2900603,18,0,4360
2900702,222,2,139818
2900801,50,0,24378
2900900,30,0,6284
2901007,110,0,33378
2901106,77,0,25132
2901155,36,0,15955
2901205,57,1,23338
2901304,37,2,13589
2901353,28,0,14746
2901403,31,0,13706
2901502,35,1,9552
2901601,32,0,11816
2901700,35,0,11835
2901809,19,0,6500
2901908,44,0,17525
2901957,19,0,6829
2902005,36,0,15511
2902054,39,0,12549
2902104,81,1,49236
2902203,29,0,10453
2902252,27,0,9468
2902302,27,0,8801
2902401,55,0,18189
2902500,26,0,10968
2902609,48,1,19562
2902658,20,1,10911
2902708,74,1,47441
2902807,64,2,29738
2902906,78,2,52583
2903003,37,0,13634
2903102,22,0,6884
2903201,173,2,138037
2903235,39,1,12127
2903276,42,1,12960
2903300,29,0,7130
2903409,82,0,18531
2903508,63,1,20125
2903607,47,0,14656
2903706,36,1,25728
2903805,41,0,19327
2903904,121,3,58480
2903953,32,1,10705
2904001,38,0,11590
2904050,36,0,14240
2904100,45,0,24093
2904209,32,1,13516
2904308,50,0,17040
2904407,17,1,6916
2904506,36,2,11418
2904605,135,4,64980
2904704,66,1,17850
2904753,38,3,21670
2904803,26,0,19780
2904852,47,1,16301
2904902,84,1,31982
2905008,51,0,22200
2905107,27,1,9210
2905156,27,0,14859
2905206,85,3,48559
2905305,46,1,17065
2905404,25,0,8606
2905503,26,0,8140
2905602,82,1,26660
2905701,282,5,197144
2905800,51,1,34258
2905909,46,1,28699
2906006,60,0,61823
2906105,11,0,9940
2906204,48,0,21713
2906303,85,0,37018
2906402,16,0,9674
2906501,179,1,83295
2906600,28,0,11766
2906709,67,0,32160
2906808,53,0,32716
2906824,30,0,13760
2906857,22,0,8036
2906873,53,0,27037
2906899,27,0,9165
2906907,57,2,21007
2907004,32,0,9237
2907103,42,2,28529
2907202,102,1,62279
2907301,64,0,24668
2907400,15,0,2958
2907509,125,2,49162
2907558,23,1,8482
2907608,31,0,15829
2907707,23,0,10589
2907806,56,2,33683
2907905,43,2,15767
2908002,80,2,25486
2908101,28,0,18810
2908200,53,0,18580
2908309,60,0,19185
2908408,96,3,59248
2908507,88,0,28616
2908606,53,1,23576
2908705,54,1,18157
2908804,19,0,3896
2908903,55,2,25203
2909000,32,0,6373
2909109,31,1,15871
2909208,40,0,21530
2909307,73,0,32482
2909406,25,0,14032
2909505,23,0,5208
2909604,41,0,20701
2909703,37,0,12670
2909802,132,0,58345
2909901,77,2,31747
2910008,17,0,16485
2910057,121,1,55698
2910107,33,0,10940
2910206,23,0,3633
2910305,32,0,7875
2910404,52,1,41439
2910503,84,1,44727
2910602,84,0,30194
2910701,106,5,55412
2910727,199,2,94118
2910750,44,1,18751
2910776,10,0,6155
2910800,484,8,535820
2910859,38,0,17341
2910909,20,0,4910
2911006,45,0,9901
2911105,43,0,20402
2911204,67,1,27675
2911253,12,0,3079
2911303,17,0,9495
2911402,38,1,15843
2911501,27,1,11679
2911600,70,1,18883
2911659,24,0,16004
2911709,163,6,76247
2911808,41,1,23493
2911857,16,0,14384
2911907,72,0,30295
2912004,23,0,13513
2912103,93,1,27610
2912202,39,1,17578
2912301,43,1,14756
2912400,38,1,13825
2912509,28,2,13547
2912608,15,0,3506
2912707,50,0,18784
2912806,28,0,6217
2912905,64,0,26249
2913002,39,0,12554
2913101,28,0,18362
2913200,98,2,24796
2913309,22,0,3381
2913408,50,2,14920
2913457,19,0,16628
2913507,53,1,26717
2913606,282,5,220932
2913705,96,0,32397
2913804,45,0,19861
2913903,118,0,42425
2914000,122,2,61064
2914109,38,0,8914
2914208,26,0,6368
2914307,34,0,17814
2914406,48,0,19312
2914505,58,0,26116
2914604,123,3,62244
2914653,76,2,29353
2914703,121,4,62774
2914802,313,3,205070
2914901,42,0,17891
2915007,40,0,13792
2915106,50,1,14684
2915205,53,0,15184
2915304,29,0,7611
2915353,18,1,8713
2915403,28,0,7701
2915502,80,1,20729
2915601,130,1,64023
2915700,31,0,7991
2915809,56,1,35968
2915908,24,0,6972
2916005,58,2,19941
2916104,74,1,21810
2916203,42,0,13899
2916302,45,0,11161
2916401,133,4,61212
2916500,64,1,29130
2916609,30,0,10314
2916708,36,0,8363
2916807,39,1,16707
2916856,26,0,14660
2916906,52,1,14294
2917003,60,0,36383
2917102,71,1,19275
2917201,72,1,17842
2917300,65,1,26770
2917334,25,0,10230
2917359,32,1,9254
2917409,37,1,13211
2917508,170,2,76473
2917607,97,0,51960
2917706,56,0,24666
2917805,28,0,13370
2917904,19,0,11354
2918001,236,5,148992
2918100,67,0,32314
2918209,42,0,15019
2918308,41,0,21222
2918357,49,2,18787
2918407,248,9,208299
2918456,16,1,9700
2918506,27,0,16324
2918555,28,0,6883
2918605,28,1,11460
2918704,21,0,3349
2918753,35,0,14081
2918803,65,1,20545
2918902,15,0,3108
2919009,11,0,2973
2919058,26,0,9296
2919108,26,0,8969
2919157,60,0,27536
2919207,235,1,146150
2919306,32,1,9887
2919405,37,0,11067
2919504,96,0,40735
2919553,60,0,22690
2919603,50,1,12207
2919702,48,0,14990
2919801,89,0,46606
2919900,9,0,9969
2919926,56,0,14137
2919959,26,0,16107
2920007,18,0,6953
2920106,62,1,19581
2920205,26,0,15912
2920304,17,0,9271
2920403,30,0,16468
2920452,15,0,11603
2920502,63,1,35019
2920601,78,0,41421
2920700,40,0,19007
2920809,23,0,8649
2920908,42,1,13084
2921005,90,2,34065
2921054,27,0,11240
2921104,51,0,19892
2921203,75,1,30931
2921302,43,0,14106
2921401,36,0,13974
2921450,13,0,17700
2921500,64,0,56962
2921609,11,0,9470
2921708,73,1,36503
2921807,37,0,12370
2921906,24,0,16148
2922003,87,1,35763
2922052,31,0,16134
2922102,56,1,14217
2922201,36,0,7428
2922250,20,1,9638
2922300,81,1,32915
2922409,64,0,20441
2922508,85,0,26668
2922607,26,0,10420
2922656,40,0,13630
2922706,30,1,16508
2922730,12,0,5394
2922755,18,1,4709
2922805,25,0,6560
2922854,17,0,7397
2922904,46,0,24207
2923001,65,0,36868
2923035,33,0,7263
2923050,22,0,15454
2923100,61,1,25711
2923209,38,0,22086
2923308,37,0,7880
2923357,28,0,17655
2923407,39,1,19821
2923506,22,0,7795
2923605,52,0,19243
2923704,55,1,30255
2923803,60,0,27006
2923902,41,0,10742
2924009,173,2,103776
2924058,33,0,10941
2924108,20,0,6728
2924207,25,0,18538
2924306,46,0,19470
2924405,35,0,29803
2924504,24,0,14698
2924603,35,0,18528
2924652,38,1,11311
2924678,12,0,7969
2924702,34,0,20335
2924801,55,1,15252
2924900,16,0,6218
2925006,64,1,20367
2925105,101,2,48911
2925204,90,0,28914
2925253,32,0,17199
2925303,176,3,140692
2925402,32,1,17665
2925501,57,0,29345
2925600,26,0,14116
2925709,35,0,19196
2925758,58,1,20044
2925808,69,0,25682
2925907,48,0,28157
2925931,17,0,9298
2925956,61,1,22621
2926004,82,2,37639
2926103,25,0,10590
2926202,49,0,23121
2926301,74,1,27231
2926400,58,0,29662
2926509,19,1,13874
2926608,123,1,49040
2926657,18,0,18524
2926707,45,0,13680
2926806,29,1,15606
2926905,35,0,11943
2927002,87,0,37294
2927101,21,1,7705
2927200,88,1,28270
2927309,38,1,11215
2927408,1031,19,2714018
2927507,59,1,18791
2927606,26,0,19564
2927705,54,1,36669
2927804,25,0,7299
2927903,40,0,11748
2928000,52,2,31191
2928059,64,1,14902
2928109,81,1,41064
2928208,41,1,23749
2928307,20,0,8139
2928406,51,0,24605
2928505,23,0,8575
2928604,158,1,61547
2928703,153,2,86970
2928802,103,0,44193
2928901,52,0,19027
2928950,26,1,7237
2929008,55,0,14816
2929057,27,0,11642
2929107,58,2,20317
2929206,87,0,30733
2929255,34,1,18801
2929305,88,0,28997
2929354,34,0,4326
2929370,22,1,5648
2929404,41,1,10542
2929503,87,0,42269
2929602,65,1,17377
2929701,33,0,19882
2929750,40,0,11796
2929800,39,0,11561
2929909,78,2,40573
2930006,32,2,9425
2930105,145,1,56161
2930154,48,1,32185
2930204,68,3,35462
2930303,28,1,18414
2930402,65,3,17778
2930501,126,2,75544
2930600,19,2,12090
2930709,189,1,109930
2930758,22,1,14001
2930766,26,1,20700
2930774,66,1,21411
2930808,30,0,12172
2930907,21,0,13604
2931004,60,1,21321
2931053,27,0,17122
2931103,29,0,5383
2931202,39,1,15113
2931301,41,0,19543
2931350,213,2,123557
2931400,35,0,8356
2931509,49,0,19594
2931608,31,0,12674
2931707,43,0,13344
2931806,52,1,20807
2931905,87,0,54137
2932002,50,0,27208
2932101,60,0,20437
2932200,68,0,25910
2932309,53,1,18786
2932408,31,0,13811
2932457,15,0,16055
2932507,51,0,36788
2932606,40,2,16151
2932705,72,0,12634
2932804,40,1,16772
2932903,150,4,85300
2933000,32,0,20114
2933059,27,0,13769
2933109,20,0,6624
2933158,35,0,11952
2933174,32,0,8681
2933208,91,1,35358
2933257,11,1,6372
2933307,367,6,290042
2933406,30,1,9817
2933455,24,0,13658
2933505,53,1,29304
2933604,76,1,47918
3100104,30,0,6412
3100203,99,1,23595
3100302,59,1,13313
3100401,24,0,4111
3100500,31,0,11227
3100609,42,0,19292
3100708,12,1,2302
3100807,20,0,3832
3100906,61,0,18435
3101003,36,0,13070
3101102,70,1,24118
3101201,28,1,6360
3101300,20,0,2833
3101409,10,0,3103
3101508,122,0,35589
3101607,185,3,77494
3101631,25,0,5306
3101706,112,1,36637
3101805,41,0,7124
3101904,59,4,18690
3102001,56,1,13982
3102050,21,0,5428
3102100,59,1,13635
3102209,22,1,4627
3102308,68,1,15783
3102407,14,0,3256
3102506,25,0,4919
3102605,129,1,36361
3102704,19,0,8337
3102803,59,2,12172
3102852,27,0,9457
3102902,50,1,11652
3103009,37,0,10245
3103108,8,0,1453
3103207,9,0,2268
3103306,18,0,1854
3103405,94,4,37108
3103504,206,6,109876
3103603,19,0,3104
3103702,25,1,7947
3103751,18,1,6002
3103801,18,0,2471
3103900,25,0,6742
3104007,204,2,85713
3104106,33,0,8609
3104205,89,1,36581
3104304,67,0,13271
3104403,17,0,3234
3104452,14,0,4528
3104502,43,1,18141
3104601,50,0,12095
3104700,50,0,15902
3104809,25,0,4740
3104908,65,1,18173
3105004,38,0,7986
3105103,93,2,22528
3105202,18,0,4952
3105301,22,0,5490
3105400,94,1,25682
3105509,29,1,6247
3105608,269,8,124601
3105707,40,0,6558
3105905,78,2,19353
3106002,40,0,10032
3106101,14,0,3022
3106200,1164,35,2399920
3106309,58,0,21584
3106408,36,0,7717
3106507,35,0,12790
3106606,21,1,4157
3106655,8,0,4387
3106705,369,7,407003
3106804,26,0,4052
3106903,67,2,13942
3107000,11,0,2648
3107109,122,2,40074
3107208,20,0,5012
3107307,107,3,45349
3107406,120,1,43353
3107505,35,0,6944
3107604,23,0,3967
3107703,25,1,4718
3107802,50,0,15178
3107901,46,0,11706
3108008,74,1,17502
3108107,32,0,6632
3108206,18,0,6036
3108255,8,0,8145
3108305,63,2,16322
3108404,55,0,15732
3108503,12,0,6542
3108552,45,3,12163
3108602,75,1,30706
3108701,21,1,4568
3108800,24,0,4590
3108909,61,1,16240
3109006,77,3,32014
3109105,36,0,11039
3109204,35,0,10687
3109253,17,0,3690
3109303,55,2,21859
3109402,29,0,26959
3109451,17,0,6519
3109501,54,0,14839
3109600,15,0,3872
3109709,39,1,11466
3109808,24,0,2321
3109907,39,0,9434
3110004,120,1,38552
3110103,22,0,4207
3110202,21,0,4537
3110301,54,0,13057
3110400,18,1,3325
3110509,52,0,23205
3110608,73,0,26484
3110707,60,1,13299
3110806,10,0,3590
3110905,62,1,15456
3111002,86,1,22854
3111101,72,1,18376
3111150,9,0,3763
3111200,115,3,52631
3111309,64,0,11845
3111408,25,1,5926
3111507,43,0,14081
3111606,82,2,28459
3111705,18,0,4329
3111804,37,0,6674
3111903,24,1,5710
3112000,62,1,15091
3112059,11,0,4041
3112109,10,0,5539
3112208,27,2,4834
3112307,82,3,35422
3112406,35,0,7516
3112505,36,0,9050
3112604,53,1,13917
3112653,21,0,4169
3112703,41,0,14134
3112802,42,0,8413
3112901,29,1,9579
3113008,62,2,20392
3113107,19,0,3491
3113206,74,1,22701
3113305,106,0,32586
3113404,173,4,82632
3113503,33,0,9538
3113602,28,0,6034
3113701,80,0,21038
3113800,14,0,2249
3113909,58,2,12576
3114006,53,0,10525
3114105,57,1,13472
3114204,66,2,19184
3114303,97,1,31014
3114402,81,2,21404
3114501,51,1,14875
3114550,31,1,8248
3114600,23,0,3413
3114709,21,0,3469
3114808,31,1,4772
3114907,13,0,2390
3115003,13,0,2617
3115102,74,1,18357
3115201,16,0,4112
3115300,154,0,68298
3115359,26,0,4555
3115409,13,0,3221
3115458,34,0,7547
3115474,12,1,5020
3115508,100,1,24079
3115607,5,0,1205
3115706,36,0,6626
3115805,37,2,7614
3115904,15,0,1714
3116001,24,0,5762
3116100,18,1,14807
3116159,26,0,9402
3116209,14,0,3001
3116308,30,1,6423
3116407,5,0,4858
3116506,23,1,8160
3116605,73,3,25509
3116704,32,0,7296
3116803,34,0,8650
3116902,7,0,2752
3117009,21,0,10177
3117108,41,1,9530
3117207,12,0,2877
3117306,74,1,19449
3117405,23,0,3796
3117504,50,1,18575
3117603,21,0,5454
3117702,44,0,13604
3117801,26,1,9841
3117836,11,1,6374
3117876,14,0,5802
3117900,43,0,9932
3118007,98,5,45611
3118106,17,1,5166
3118205,30,0,5401
3118304,214,4,113019
3118403,94,0,20492
3118502,6,0,1692
3118601,512,9,603376
3118700,50,3,9906
3118809,56,2,26187
3118908,38,0,8574
3119005,16,0,3602
3119104,87,2,24139
3119203,26,0,10803
3119302,80,0,29298
3119401,169,1,104851
3119500,25,1,9092
3119609,20,0,2640
3119708,17,0,3331
3119807,11,0,3161
3119906,19,0,3752
3119955,24,0,5591
3120003,10,0,3457
3120102,27,0,4003
3120151,20,0,5438
3120201,51,0,10018
3120300,15,0,6012
3120409,24,0,5416
3120508,45,0,10592
3120607,21,0,4402
3120706,24,1,4202
3120805,58,2,15310
3120839,19,0,4317
3120870,25,0,6794
3120904,171,6,73792
3121001,23,1,5290
3121100,43,2,8159
3121209,28,0,6488
3121258,30,1,5498
3121308,26,0,4862
3121407,41,1,6794
3121506,33,0,2979
3121605,116,6,44229
3121704,25,0,3832
3121803,30,0,10221
3121902,21,0,3320
3122009,71,3,19922
3122108,25,1,4731
3122207,32,0,6910
3122306,272,10,207983
3122355,25,0,5375
3122405,24,0,5999
3122454,13,0,6932
3122470,12,0,3864
3122504,28,0,4961
3122603,20,0,4504
3122702,30,0,4599
3122801,10,0,3155
3122900,22,1,5774
3123007,35,0,9158
3123106,28,0,5363
3123205,65,2,14758
3123304,21,1,4619
3123403,7,1,1426
3123502,5,0,1934
3123528,21,1,7856
3123601,81,3,23849
3123700,39,0,9740
3123809,32,2,6729
3123858,23,1,5217
3123908,67,2,13749
3124005,66,2,18102
3124104,112,1,63936
3124203,73,3,21256
3124302,76,1,31253
3124401,24,0,4248
3124500,47,1,10872
3124609,14,0,2716
3124708,16,0,3312
3124807,30,1,6624
3124906,46,0,9722
3125002,22,0,3846
3125101,87,1,22844
3125200,17,0,2529
3125309,15,0,3978
3125408,26,0,5675
3125507,11,0,2939
3125606,38,1,6418
3125705,54,1,13418
3125804,12,0,2035
3125903,44,0,11003
3125952,35,0,10143
3126000,26,1,6086
3126109,147,1,67174
