id_municipio,area_total,area_mata_natural,area_mata_plantada,area_sistema_agroflorestal,area_mata
1501501,3019.99,,,,
1501576,132779.07,,0.0,,
1501600,30322.56,8963.0,0.0,8963.0,
1501709,96657.71,,,,
1501725,310587.71,,,,
1501758,101770.46,,0.0,,
1501782,293571.07,,,,
1501808,53560.49,,,,
1501907,57542.52,,,,
1501956,70686.53,,40.0,,
1502004,105154.26,,0.0,,
1502103,268774.23,,,,
1502152,157989.63,,,,
1502202,15745.23,,0.0,,
1502301,88930.5,,,,
1502400,42380.56,,,,
1502509,255141.51,,0.0,,
1502608,28381.02,,0.0,,
1502707,381944.17,,,96822.25,
1502756,49762.1,,,,
1502764,693940.29,269016.5,,,
1502772,140487.01,,0.0,,
1502806,63779.6,,,,
1502855,49899.24,,0.0,,
1502905,13131.88,,0.0,,
1502939,148939.18,,,,
1502954,155776.44,,,,
1503002,22596.54,,0.0,,
1503044,221723.82,,,,
1503077,82813.27,,,,
1503093,301637.76,,,,
1503101,158751.49,,111.5,,
1503200,40936.81,,,,
1503309,111830.35,,,20609.75,
1503408,11157.21,,,,
1503457,103311.64,,,,
1503507,100083.16,,,,
1503606,292439.68,151438.0,,,
1503705,291171.47,,,,
1503754,124823.81,,0.0,,0.0
1503804,91040.62,,,,
1503903,38641.33,,0.0,,
1504000,51518.71,,36.0,,
1504059,29493.7,,,,
1504109,6348.05,,,,
1504208,597934.87,,,,
1504307,30096.33,,,,
1504406,17796.63,,0.0,,
1504422,5497.76,,,,
1504455,183855.01,,,,
1504505,47702.72,,,,
1504604,74492.81,,0.0,,144.25
1504703,201412.03,,,,
1504802,203707.26,,366.0,,
1504901,117630.47,,234.0,,
1504950,105887.28,44527.0,,,
1504976,75268.19,,,,
1505007,13749.4,,0.0,,
1505031,305690.42,,,,
1505064,454029.68,,,,2488.5
1505106,208880.64,86567.5,,,
1505205,80827.3,,0.0,,
1505304,72705.37,,0.0,,
1505403,22898.33,,,,
1505437,286440.62,,,120351.5,
1505486,545136.95,,,,
1505494,90794.3,,0.0,,
1505502,609576.45,,,,7466.75
1505536,67859.41,,,,
1505551,132518.17,,,,
1505601,33543.35,,,,
1505635,130026.69,,,,
1505650,166506.03,,194.0,,
1505700,208388.96,,,,
1505809,142273.92,,29.0,,
1505908,418364.44,,0.0,,
1506005,197469.73,,916.5,,
1506104,9053.86,,0.0,,
1506112,11311.0,,,,
1506138,176208.88,,,,1304.5
1506161,416528.49,,,,
1506187,459556.39,,,,
1506195,263198.03,,,,
1506203,5744.6,,9.0,,
1506302,8834.67,,0.0,,
1506351,958.43,,0.0,,9.0
1506401,51895.62,0.0,0.0,0.0,0.0
1506500,36190.06,,,10875.0,
1506559,80982.92,,,,
1506583,705934.45,,,,
1506609,19825.18,,0.0,,
1506708,756845.09,,,,
1506807,286622.38,,,,
1506906,4871.55,,0.0,,
1507003,16302.12,,,,510.75
1507102,9530.72,,0.0,,
1507151,70467.75,,,,
1507201,75583.4,,,,
1507300,1581758.76,,,,
1507409,18121.27,,,,
1507458,246859.89,,,,
1507466,2004.42,,0.0,,
1507474,24112.37,,,12610.75,
1507508,44094.26,,,,
1507607,116569.0,,0.0,,
1507706,58801.57,,0.0,,
1507755,124890.32,,0.0,,0.0
1507805,83492.88,,,,
1507904,162153.91,,0.0,,
1507953,111681.24,,,,
1507961,7747.55,,0.0,,
1507979,59941.88,,0.0,,
1508001,232590.85,,,,
1508035,28924.59,,0.0,,
1508050,193160.27,,321.5,,
1508084,340220.61,,0.0,,
1508100,35399.94,,0.0,,
1508126,108399.51,37171.25,,,0.0
1508159,377773.28,,,,
1508209,14832.13,,,,
1508308,176017.8,,,,
1508357,192385.48,,,,
1508407,318821.37,,0.0,,
1600055,2901.2,,0.0,,0.0
1600105,72841.47,,0.0,,0.0
1600154,9365.34,,0.0,,0.0
1600204,57215.63,,0.0,,
1600212,95283.02,,0.0,,2097.0
1600238,18423.06,,0.0,,
1600253,20398.06,,0.0,,
1600279,3663.73,,0.0,,0.0
1600303,70639.8,,,,
1600402,27993.55,,140.0,,
1600501,7464.0,3797.75,0.0,3797.75,
1600535,270802.67,,95913.5,,
1600550,31172.0,11430.0,0.0,11430.0,
1600600,25430.95,,0.0,,30.0
1600709,157163.57,,0.0,,
1600808,3030.45,2236.75,0.0,2236.75,0.0
1700251,113548.23,,0.0,,
1700301,23011.81,,0.0,,
1700350,135550.63,,,,
1700400,150626.06,,,,
1700707,88250.33,,,,
1701002,142910.03,,,,
1701051,14182.45,,0.0,,
1701101,93695.06,,0.0,,5698.5
1701309,66329.73,,0.0,,
1701903,150736.94,,0.0,,
1702000,226555.05,70887.25,,,
1702109,232207.82,,,,
1702158,48904.2,,0.0,,0.0
1702208,86895.47,,,,
1702307,133506.23,,,,
1702406,229434.29,,0.0,,
1702554,22073.05,,0.0,,
1702703,50889.79,,0.0,,
1702901,14795.46,,0.0,,
1703008,42155.57,,,,
1703057,366459.99,96622.0,0.0,96622.0,
1703073,75421.22,,0.0,,
1703107,51025.43,,0.0,,509.75
1703206,101225.23,,0.0,,
1703305,29198.41,,0.0,,
1703602,54660.88,,0.0,,0.0
1703701,112675.83,,0.0,,
1703800,13957.26,,0.0,,
1703826,4099.37,,0.0,,
1703842,155082.15,,25.0,,
1703867,97122.07,,0.0,,
1703883,13788.01,,0.0,,
1703891,4695.33,,0.0,,
1703909,240364.32,,0.0,,
1704105,69173.49,,0.0,,
1704600,23238.54,,0.0,,
1705102,72516.87,,0.0,,
1705508,66512.05,,0.0,,
1705557,5597.51,0.0,0.0,0.0,0.0
1705607,57192.66,7554.5,,,
1706001,105651.12,,0.0,,
1706100,109929.68,,0.0,,
1706258,57719.59,,0.0,,
1706506,109328.72,,200.5,,
1707009,151842.05,,,,
1707108,200451.88,,0.0,,
1707207,232910.53,,,,
1707306,242184.36,,,,
1707405,23092.9,,0.0,,
1707553,32066.01,,0.0,,
1707652,78244.66,,,,
1707702,97050.46,,,,2729.75
1708205,217083.72,,,,
1708254,34191.45,,0.0,,0.0
1708304,122174.67,,0.0,,
1709005,308895.83,,,,
1709302,138927.77,,0.0,,
1709500,150642.7,,0.0,,
1709807,29330.54,,0.0,,
1710508,129946.38,,0.0,,
1710706,40831.94,,0.0,,
1710904,90018.05,,,,
1711100,100937.58,,0.0,,
1711506,199757.06,,0.0,,
1711803,27771.92,,0.0,,
1711902,144862.44,,0.0,,
1711951,17845.08,,,,60.5
1712009,9959.64,,0.0,,
1712157,34617.63,,1978.0,,
1712405,102802.76,,0.0,,
1712454,16314.13,,0.0,,
1712504,163372.17,,0.0,,
1712702,113719.03,,0.0,,
1712801,22397.88,,0.0,,249.0
1713205,167644.51,,,,
1713304,58779.02,,0.0,,
1713601,238189.0,,0.0,,
1713700,55052.77,,0.0,,
1713809,138500.49,,,,
1713957,45090.56,,,,
1714203,368857.5,,0.0,,
1714302,16938.97,,,,
1714880,119136.61,27562.5,,,
1715002,44912.77,,0.0,,
1715101,53140.67,,,,
1715150,19855.25,,0.0,,
1715259,61719.84,,0.0,,
1715507,18754.75,,0.0,,
1715705,176201.39,,,,
1715754,135399.31,,0.0,,
1716109,105809.49,,0.0,,
1716208,629885.89,,,,
1716307,120458.99,,0.0,,
1716505,91835.7,40207.0,0.0,40207.0,
1716604,294275.83,,0.0,,
1716653,67150.89,,0.0,,
1716703,65676.38,,0.0,,
1717008,103846.95,,0.0,,
1717206,131879.4,,,,
1717503,582382.45,,,,
1717800,40865.1,,0.0,,
1717909,239824.66,,,,
1718006,32257.18,11694.5,0.0,11694.5,1722.25
1718204,134985.69,,0.0,,
1718303,16589.74,,0.0,,
1718402,47850.31,,0.0,,
1718451,26622.53,,0.0,,
1718501,34042.62,13882.25,0.0,13882.25,
1718550,52051.0,,,,
1718659,4417.5,1278.5,0.0,1278.5,25.0
1718709,41746.25,,0.0,,
1718758,236904.35,,,,
1718808,5502.3,,0.0,,
1718840,126248.73,,,,
1718865,108585.0,36114.75,0.0,36114.75,
1718881,106958.26,,,,
1718899,199747.38,,,,
1718907,112204.29,,0.0,,
1719004,33651.0,,0.0,,
1720002,20598.93,,0.0,,
1720101,106733.96,,0.0,,
1720150,20077.67,,0.0,,0.0
1720200,10772.02,,0.0,,
1720259,71027.98,,0.0,,
1720309,21265.34,,0.0,,
1720499,109018.84,,,,
1720655,93135.48,,0.0,,
1720804,23785.45,,0.0,,
1720853,86715.74,,,,
1720903,148056.79,,0.0,,
1720937,30694.25,,0.0,,
1720978,385436.75,,,,
1721000,39462.55,,,,
1721109,47738.0,,0.0,,
1721208,30916.12,,0.0,,
1721257,35009.38,,0.0,,
1721307,53891.94,,,,
1722081,103965.78,,0.0,,
1722107,100079.82,,,,
2100055,448516.11,,,,
2100105,8592.58,4660.0,0.0,4660.0,492.0
2100154,33246.14,0.0,0.0,0.0,
2100204,10719.29,,0.0,,
2100303,57374.5,,328.0,,
2100402,41500.68,,0.0,,
2100436,16858.65,3503.5,21.5,3525.0,273.5
2100477,52815.14,,0.0,,
2100501,190152.86,,54.0,,
2100550,22845.69,,0.0,,
2100600,179758.65,,,,
2100709,11880.15,153.0,0.0,153.0,
2100808,25013.1,,,,
2100832,1605.21,,0.0,,0.0
2100873,44254.87,2775.0,0.0,2775.0,278.5
2100907,72007.6,,11.5,,5949.0
2100956,142553.67,,0.0,,
2101004,39213.47,,0.0,,
2101103,34433.43,,0.0,,
2101202,102476.78,,125.0,,
2101251,9495.81,,0.0,,
2101301,12746.99,,0.0,,2089.25
2101350,8751.94,,0.0,,
2101400,630741.73,,469.0,,
2101509,71528.46,,0.0,,
2101608,193755.18,,446.0,,
2101707,12311.87,,0.0,,
2101731,4552.4,,0.0,,
2101772,7200.67,,0.0,,
2101806,66090.64,,0.0,,
2101905,25755.93,,0.0,,
2101939,37384.22,,0.0,,61.5
2101970,23228.75,,0.0,,
2102002,151323.83,,,,
2102036,135399.05,,,,
2102077,36647.77,432.0,0.0,432.0,
2102101,30815.5,,0.0,,
2102150,31397.4,,0.0,,
2102200,34850.29,,0.0,,
2102309,86510.59,,,,
2102325,117196.62,,,,
2102358,50327.01,,,,
2102374,9400.35,0.0,0.0,0.0,0.0
2102408,5358.97,,0.0,,
2102507,45050.76,,290.0,,
2102556,54468.2,,,,
2102606,32655.52,,0.0,,
2102705,25573.13,,0.0,,660.25
2102754,50794.72,,0.0,,
2102804,279758.32,,,,
2102903,28188.35,,0.0,,
2103000,160113.68,,,,
2103109,756.19,234.0,0.0,234.0,0.0
2103125,14216.37,,0.0,,
2103158,47860.35,,0.0,,
2103174,359576.43,,0.0,,
2103208,107416.3,,193.0,,
2103257,97438.66,,0.0,,
2103307,133183.79,,,,
2103406,54902.32,,0.0,,
2103505,59966.46,,0.0,,
2103554,19174.68,,0.0,,
2103604,84740.08,,21.0,,
2103703,27089.83,,0.0,,
2103752,26514.37,,0.0,,
2103802,22475.6,,0.0,,
2103901,37565.75,,0.0,,
2104008,25241.94,,19.0,,
2104057,140892.03,,,,
2104073,80175.5,,412.5,,
2104081,32839.67,,0.0,,0.0
2104099,214562.07,,532.0,,
2104107,128610.45,,272.0,,
2104206,27045.59,,0.0,,
2104305,16498.66,,0.0,,
2104404,48039.1,,95.0,,
2104503,30281.04,,1517.0,,
2104552,16785.77,,0.0,,
2104602,32057.62,9058.5,0.0,9058.5,
2104628,17825.59,,0.0,,
2104651,41871.52,,0.0,,
2104677,66441.15,,298.0,,
2104701,15324.95,,0.0,,
2104800,250701.67,,1597.5,,
2104909,33514.45,,0.0,,0.0
2105005,26817.78,,0.0,,
2105104,11528.06,,0.0,,
2105153,24361.38,195.0,0.0,195.0,285.0
2105203,25286.33,,0.0,,
2105302,77669.87,9682.25,,,
2105351,60904.21,,0.0,,
2105401,69988.81,,0.0,,
2105427,166815.77,,,,
2105450,22869.15,,,,443.0
2105476,70207.78,,85.0,,
2105500,32292.58,,0.0,,
2105609,46763.74,,0.0,,
2105658,38902.08,,0.0,,
2105708,79821.21,,,,
2105807,17502.28,,31.0,,
2105906,17277.53,,0.0,,
2105922,58619.19,,538.0,,
2105948,15407.18,,0.0,,
2105963,27673.93,,0.0,,47.5
2105989,62590.23,23837.75,0.0,23837.75,
2106003,10798.6,,0.0,,
2106102,161942.46,25624.25,98.0,25722.25,6728.75
2106201,36697.97,,,,
2106300,40952.15,,0.0,,
2106326,38162.95,,0.0,,
2106359,41003.61,,0.0,,1459.5
2106375,56915.66,,0.0,,
2106409,18687.39,,0.0,,64.25
2106508,16520.96,,0.0,,
2106607,55261.36,,0.0,,
2106631,39604.84,,0.0,,
2106672,16053.09,,0.0,,
2106706,143213.02,,1861.0,,
2106755,24214.0,1042.0,0.0,1042.0,3127.5
2106805,10871.42,,0.0,,
2106904,40178.22,,0.0,,
2107001,48735.27,,,,
2107100,180647.54,,0.0,,
2107209,9419.71,,0.0,,58.0
2107258,45426.0,,0.0,,
2107308,24868.28,,0.0,,
2107357,86504.8,,122.5,,4160.0
2107407,35906.38,82.75,0.0,82.75,
2107456,10451.88,,2.0,,
2107506,6883.5,,,,
2107605,39813.51,,,,
2107704,20608.76,,0.0,,55.25
2107803,139709.22,,,,
2107902,94570.84,,0.0,,
2108009,67157.23,,0.0,,
2108058,23043.64,,0.0,,
2108108,47181.43,,0.0,,
2108207,17196.95,,0.0,,
2108256,74746.05,,0.0,,
2108306,39452.08,,24.5,,
2108405,8181.09,,0.0,,
2108454,24528.97,,0.0,,
2108504,13293.39,,0.0,,
2108603,54433.41,,505.0,,
2108702,18885.2,,0.0,,1259.25
2108801,21650.4,,0.0,,
2108900,37510.11,,0.0,,
2109007,110865.42,,0.0,,
2109056,1435.47,0.0,0.0,0.0,0.0
2109106,48943.3,,0.0,,
2109205,9399.35,,0.0,,
2109239,28961.89,,0.0,,
2109270,39253.49,,0.0,,
2109304,8351.63,0.0,0.0,0.0,0.0
2109403,9667.19,,0.0,,7.25
2109452,113.07,0.0,0.0,0.0,8.0
2109502,302656.16,,243.0,,
2109551,93215.13,,0.0,,
2109601,16010.7,,0.0,,
2109700,83387.71,,64.0,,
2109759,35953.69,,0.0,,91.0
2109809,37561.11,,0.0,,
2109908,57191.94,,,,
2110005,272938.95,,,,
2110039,60307.12,,,,
2110104,40330.44,,0.0,,
2110203,27686.45,,0.0,,
2110237,7849.65,,0.0,,
2110278,28801.17,0.0,0.0,0.0,
2110302,43482.89,,0.0,,
2110401,13761.13,,0.0,,
2110500,18750.89,,0.0,,
2110609,104871.15,,40.0,,
2110658,81617.89,,335.0,,
2110708,50017.77,,,,
2110807,44561.92,,0.0,,
2110856,51583.58,,0.0,,0.0
2110906,83222.64,,0.0,,
2111003,33808.17,,0.0,,
2111029,33269.55,,85.0,,
2111052,107619.68,,,,
2111078,11696.23,,0.0,,
2111102,28796.15,,0.0,,
2111201,1071.02,,0.0,,
2111250,23176.28,2925.0,36.0,2961.0,
2111300,2935.48,,0.07,,
2111409,61556.43,,0.0,,
2111508,34430.1,,0.0,,
2111532,30053.09,,0.0,,
2111573,33714.33,,0.0,,
2111607,119977.85,28922.25,0.0,28922.25,
2111631,20540.28,,0.0,,
2111672,15146.05,,0.0,,
2111706,30610.9,,0.0,,
2111722,25507.44,,0.0,,
2111748,15321.0,,0.0,,222.5
2111763,71550.74,,,,
2111789,27615.65,,0.0,,
2111805,159665.09,,,,
2111904,52323.97,,0.0,,
2111953,13223.97,,,,638.75
2112001,159764.36,,0.0,,
2112100,54455.0,,23.0,,
2112209,35266.48,,319.5,,662.25
2112233,9376.49,,0.0,,
2112274,15666.11,,0.0,,31.5
2112308,181507.84,,0.0,,9164.75
2112407,50608.99,,,,
2112456,101098.27,,0.0,,
2112506,18369.79,,0.0,,
2112605,16226.13,,0.0,,
2112704,52854.2,,536.0,,
2112803,42198.49,,29.0,,
2112852,98022.38,,,,
2112902,35807.28,,,,
2113009,82652.67,,40.0,,
2114007,101371.1,,,,
2200053,53090.66,,263.0,,
2200103,1760.74,,0.0,,81.0
2200202,1472.94,,0.0,,
2200251,32675.8,,0.0,,
2200277,9549.91,,0.0,,
2200301,82988.51,,31.0,,
2200400,48286.67,,0.0,,
2200459,129685.74,,0.0,,
2200509,34984.01,,,,
2200608,4062.59,,41.0,,
2200707,18719.66,3086.5,0.0,3086.5,
2200806,27557.24,,0.0,,
2200905,41827.5,,0.0,,
2200954,8383.39,,0.0,,
2201002,9754.9,,0.0,,
2201051,65064.69,,0.0,,
2201101,69551.46,,,,
2201150,202665.83,,103.0,,3751.5
2201176,11280.13,,0.0,,
2201200,64305.35,,0.0,,
2201309,14764.92,2020.0,77.0,2097.0,
2201408,9492.05,,0.0,,
2201507,69213.28,,,,
2201556,20293.71,,0.0,,275.0
2201572,12064.67,,0.0,,
2201606,48980.3,,,,
2201705,34216.31,,2164.5,,3957.5
2201739,56053.39,,313.0,,
2201770,6509.4,,0.0,,160.0
2201804,10933.26,4318.25,0.0,4318.25,
2201903,223747.07,,1527.5,,
2201919,16409.71,,0.0,,
2201929,12667.54,,0.0,,
2201945,11806.11,,0.0,,
2201960,37940.5,,,,
2201988,16178.79,,0.0,,
2202000,23730.95,,122.0,,
2202026,124703.75,,0.0,,
2202059,20292.67,5592.25,0.0,5592.25,
2202075,24480.08,,43.0,,
2202083,6544.42,70.0,0.0,70.0,
2202091,30396.01,,0.0,,
2202109,35419.49,4888.0,0.0,4888.0,
2202117,16371.45,,0.0,,
2202133,17732.32,,0.0,,
2202174,10894.19,,0.0,,
2202208,127270.34,,,41080.0,
2202251,52238.11,,0.0,,
2202307,117427.84,,0.0,,
2202406,26209.88,,0.0,,
2202455,46997.67,,0.0,,
2202505,22556.98,,0.0,,
2202539,17435.48,,,,
2202554,31613.31,,30.0,,
2202604,118976.2,,0.0,,
2202653,15898.29,5493.0,0.0,5493.0,1900.5
2202703,45564.8,,,,
2202711,6900.37,,0.0,,
2202729,10578.4,,0.0,,140.0
2202737,33665.74,6574.25,0.0,6574.25,
2202752,15878.21,,0.0,,1594.25
2202778,42520.72,,0.0,,
2202802,22040.83,,0.0,,
2202851,33179.33,,0.0,,
2202901,125504.37,,373.0,,
2203008,60040.56,,0.0,,
2203107,54493.7,,59.5,,11203.75
2203206,74727.13,37380.0,48.0,37428.0,
2203230,158151.4,,,94881.0,
2203255,14268.25,,0.0,,
2203271,41824.97,,0.0,,908.75
2203305,12066.43,,0.0,,
2203354,44627.69,,0.0,,
2203404,6078.03,,0.0,,
2203420,18662.81,4592.5,0.0,4592.5,112.0
2203453,136820.31,,0.0,,
2203503,100974.92,,415.0,,
2203602,26641.77,,0.0,,
2203701,40400.72,,,,
2203750,37402.98,,0.0,,
2203800,29841.89,,0.0,,
2203859,10918.55,,0.0,,
2203909,139065.01,,4.5,,
2204006,15751.99,,0.0,,872.0
2204105,7009.16,,0.0,,
2204154,7921.29,,0.0,,
2204204,16731.36,,0.0,,
2204303,55846.8,,95.0,,
2204352,18676.21,,0.0,,
2204402,60584.13,,268.5,,
2204501,28170.86,,0.0,,
2204550,7843.5,,0.0,,
2204600,6677.3,4908.5,0.0,4908.5,0.0
2204659,4809.15,,0.0,,
2204709,30361.62,,0.0,,
2204808,20365.52,,0.0,,799.5
2204907,37769.83,,0.0,,
2205003,32293.5,,14.0,,
2205102,61207.42,,0.0,,
2205151,85156.43,,0.0,,
2205201,35723.95,,17.0,,
2205250,8326.31,,0.0,,
2205276,29689.79,,0.0,,
2205300,66477.51,,0.0,,703.25
2205359,10488.33,,,,
2205409,39090.33,,0.0,,
2205458,9285.9,,0.0,,
2205508,114964.21,,0.0,,
2205516,21238.9,,658.0,,
2205524,36409.73,,0.0,,
2205532,20514.49,,0.0,,
2205540,1192.81,0.0,0.0,0.0,0.0
2205557,10483.75,,,,
2205565,57776.86,,0.0,,
2205573,4482.96,,0.0,,83.0
2205581,15475.73,,0.0,,
2205599,32990.98,,0.0,,
2205607,59577.53,,,,
2205706,28652.43,15527.75,0.0,15527.75,
2205805,20892.16,,0.0,,
2205854,12583.07,,40.0,,
2205904,34106.65,,,,
2205953,6907.87,0.0,0.0,0.0,
2206001,24290.39,,15.0,,
2206050,26136.02,,0.0,,
2206100,8991.63,,0.0,,
2206209,47179.33,,2348.0,,
2206308,2483.2,467.75,0.0,467.75,312.0
2206357,40352.95,,0.0,,
2206407,19024.32,,13.0,,
2206506,26835.07,,0.0,,
2206605,95013.31,,468.0,,
2206654,35424.46,,13.0,,747.5
2206670,20786.95,,0.0,,
2206696,19868.7,,0.0,,
2206704,31736.52,,0.0,,
2206753,15649.68,,0.0,,
2206803,17335.83,,0.0,,
2206902,38975.31,,0.0,,
2206951,28147.8,,0.0,,
2207009,96614.96,,31.0,,
2207108,8316.82,,0.0,,
2207207,16511.84,,61.5,,
2207306,20479.9,,0.0,,1156.25
2207355,27439.16,,106.0,,
2207405,54909.78,,,,
2207504,28928.46,,0.0,,
2207553,28044.86,,0.0,,
2207603,239869.2,140995.5,75.0,141070.5,13023.25
2207702,12334.09,,0.0,,
2207751,26407.93,,141.0,,
2207777,45634.15,,0.0,,
2207793,14514.03,,0.0,,
2207801,86039.94,,0.0,,
2207850,24723.49,,0.0,,
2207900,56524.42,,16.5,,
2207934,31643.65,,0.0,,
2207959,45163.49,,0.0,,
2208007,20834.02,,0.0,,
2208106,130401.48,,0.0,,
2208205,142788.29,,109.5,,2170.75
2208304,108718.54,,0.0,,
2208403,61674.31,,30.0,,
2208502,8419.55,,0.0,,
2208551,41593.32,8307.0,0.0,8307.0,1964.0
2208601,9159.67,0.0,0.0,0.0,
2208650,58708.34,,0.0,,
2208700,58205.64,,,32326.25,
2208809,41858.7,,0.0,,
2208858,64886.67,,,,
2208874,35681.6,,0.0,,
2208908,167292.47,,0.0,,
2209005,20498.43,,0.0,,
2209104,27917.91,,0.0,,
2209153,231680.34,,0.0,,6666.0
2209203,142841.6,,105.5,,
2209302,37842.38,,0.0,,
2209351,5028.83,,0.0,,
2209377,17118.76,,0.0,,
2209401,16350.72,,0.0,,
2209450,787.2,,0.0,,0.0
2209500,39923.82,,3047.0,,1178.75
2209559,13495.89,,0.0,,5.5
2209609,35118.96,8042.25,0.0,8042.25,
2209658,51627.74,,0.0,,
2209708,54945.05,,0.0,,
2209757,10683.0,0.0,0.0,0.0,0.0
2209807,9742.72,,0.0,,
2209856,4007.32,,0.0,,
2209872,38842.08,9246.0,0.0,9246.0,
2209906,58111.79,,0.0,,
2209955,18595.07,,252.0,,
