id_municipio,pib_pc
1100015,19081.42988559972
1100023,21313.61851041036
1100031,22189.904241645243
1100049,23532.162710294102
1100056,24492.328537972568
1100064,17781.83678994964
1100072,38434.439427185585
1100080,12234.417701149425
1100098,17146.875386012714
1100106,16336.73703399296
1100114,24247.515455245117
1100122,23081.563410644696
1100130,15223.329897174233
1100148,15883.788522554834
1100155,19168.290776931008
1100189,27612.47998738535
1100205,32678.95803525362
1100254,18538.059528114267
1100262,27493.308957952468
1100288,22856.34444755931
1100296,18674.84630397658
1100304,26390.383080623236
1100320,26181.666225548986
1100338,16030.728496763699
1100346,15062.508329850123
1100379,23353.603417586328
1100403,14699.703528399312
1100452,16647.499231636102
1100502,16660.292110237788
1100601,21660.047678018575
1100700,18401.00165700083
1100809,19447.072864719386
1100908,31244.071830985915
1100924,26420.92259038988
1100940,14469.312034932942
1101005,18319.583068240125
1101104,15353.311736178468
1101203,20073.487117477445
1101302,16730.494289443628
1101401,16545.433831706414
1101435,15593.650920324366
1101450,16861.355521680216
1101468,41231.15228215767
1101476,18440.427733802404
1101484,14560.08908908909
1101492,17043.154310957652
1101500,18392.829447561842
1101559,16898.212938552017
1101609,16302.579030837005
1101708,15266.472531664886
1101757,12853.409991927527
1101807,17687.374425251648
1200013,15985.21007935403
1200054,13132.33796163756
1200104,15668.012800323037
1200138,16380.510865066226
1200179,15354.71713362069
1200203,15587.462237660671
1200252,25141.43298731257
1200302,10843.009208899877
1200328,10006.120259608042
1200336,10855.449134561697
1200344,15237.617150573937
1200351,10914.875900988993
1200385,13032.446893571043
1200393,9927.855809037259
1200401,21263.01188442611
1200427,10309.749289495681
1200435,11440.000802568218
1200450,16693.691490348923
1200500,11602.30543128028
1200609,11764.291625024985
1200708,12727.092329701773
1200807,13169.504152586058
1300029,10000.15954236862
1300060,7187.739103362391
1300086,8334.33749422099
1300102,9555.541443850267
1300144,9039.170886667289
1300201,7410.777002204261
1300300,8534.683231913456
1300409,5791.437407634358
1300508,7600.071079830068
1300607,6776.977497640882
1300631,7455.888660554326
1300680,6802.947843964725
1300706,10691.208274812734
1300805,7324.303084223013
1300839,11103.398673946958
1300904,6654.773918657198
1301001,10092.919433955605
1301100,7295.759592502473
1301159,10735.056868790682
1301209,15607.66868408013
1301308,16690.259697307403
1301407,12439.979133226325
1301506,7632.137184485943
1301605,8520.67405562052
1301654,7099.241691657996
1301704,10416.782102916659
1301803,4944.196049330365
1301852,14703.828337587276
1301902,19823.876720011216
1301951,11548.867249015748
1302009,11804.138630136986
1302108,14743.748394768134
1302207,7156.588993981083
1302306,13812.502022244691
1302405,11050.736876128485
1302504,15823.729411154884
1302553,7817.091985970485
1302603,34373.88462509811
1302702,9064.14908240111
1302801,8304.19685931682
1302900,7379.007988812447
1303007,6806.364367046216
1303106,6432.743460239905
1303205,7088.418756052943
1303304,7300.646145269194
1303403,9594.444251177174
1303502,7697.015308465581
1303536,12886.996211025626
1303569,12004.373519577513
1303601,5164.168735535452
1303700,7490.0407800650055
1303809,7063.082822705542
1303908,6189.147422924278
1303957,7547.6653006482375
1304005,10463.180762132233
1304062,7279.769057908384
1304104,18900.36982710541
1304203,12037.912706986343
1304237,6593.913587477372
1304260,13894.397899910635
1304302,17581.977604903346
1304401,6461.123351995666
1400027,14110.121366782007
1400050,17329.767024414738
1400100,26949.621986627313
1400159,22339.40652992884
1400175,14674.31498489068
1400209,16713.57221127505
1400233,17170.147687769935
1400282,13896.864628418823
1400308,17797.30678851175
1400407,14102.327918685285
1400456,13881.079595959596
1400472,18805.236788942053
1400506,20042.279328165376
1400605,15681.231802027116
1400704,11844.468381455876
1500107,8719.212687442952
1500131,11151.021020605725
1500206,17231.860747559895
1500305,9392.591154572148
1500347,16616.647440221874
1500404,11028.032762552944
1500503,20066.973429733393
1500602,22444.113438327277
1500701,7192.817642099347
1500800,13526.495741749457
1500859,12961.73258045468
1500909,7439.091898779452
1500958,9103.537461848971
1501006,9074.825797955727
1501105,5912.856951154053
1501204,7733.577944046844
1501253,23895.2928125
1501303,39761.27735786781
1501402,20825.79428827185
1501451,9163.734651284132
1501501,22856.583423512053
1501576,9967.735303021129
1501600,8607.401035745863
1501709,8986.849561940347
1501725,16343.042004220846
1501758,11218.758145363408
1501782,9041.48721064274
1501808,7441.078061183631
1501907,17606.104267410257
1501956,5709.47260752117
1502004,7463.6177845088705
1502103,8825.956964951529
1502152,113504.44222388764
1502202,14407.93660461653
1502301,8592.303147296505
1502400,19248.128817482957
1502509,7864.993626983439
1502608,6721.992261246704
1502707,12012.191836121192
1502756,9025.505047075167
1502764,21037.047735431148
1502772,49281.95427720163
1502806,18840.78372648552
1502855,8641.221491854816
1502905,7090.567186016068
1502939,11707.140827607584
1502954,10926.725921196643
1503002,8060.938507633044
1503044,12643.117542793478
1503077,9553.57867760123
1503093,9492.667513722301
1503101,7104.437057119971
1503200,8065.998066378831
1503309,6176.894284683739
1503408,10070.449771689498
1503457,8693.068239150345
1503507,6855.1850787737185
1503606,17975.11309034439
1503705,10812.064801774863
1503754,40661.46420151384
1503804,8504.271529395404
1503903,18575.540363959164
1504000,16120.347750373161
1504059,10014.072761449077
1504109,9056.714886964886
1504208,31662.532695862206
1504307,7639.955681857806
1504406,8030.836483006276
1504422,13985.206791909775
1504455,18902.33196641281
1504505,6312.824738818455
1504604,10124.379628100538
1504703,11181.131161916694
1504752,9920.025821296178
1504802,12223.511316544469
1504901,6625.756493589253
1504950,10371.318100918756
1504976,8445.50502435115
1505007,8224.504216303038
1505031,24269.391926927525
1505064,11381.067816590335
1505106,12312.112247915311
1505205,13655.25079857048
